,Unnamed: 0,filename,number,y
352,352,data/valid/image654_57xxx.png,2,"[5, 7, 10, 10, 10]"
353,353,data/valid/image1634_276xx.png,3,"[2, 7, 6, 10, 10]"
354,354,data/valid/image1714_62xxx.png,2,"[6, 2, 10, 10, 10]"
355,355,data/valid/image1041_29xxx.png,2,"[2, 9, 10, 10, 10]"
356,356,data/valid/image392_4xxxx.png,1,"[4, 10, 10, 10, 10]"
357,357,data/valid/image1097_8xxxx.png,1,"[8, 10, 10, 10, 10]"
358,358,data/valid/image1525_44xxx.png,2,"[4, 4, 10, 10, 10]"
359,359,data/valid/image365_60xxx.png,2,"[6, 0, 10, 10, 10]"
360,360,data/valid/image43_19xxx.png,2,"[1, 9, 10, 10, 10]"
361,361,data/valid/image2909_11xxx.png,2,"[1, 1, 10, 10, 10]"
362,362,data/valid/image2542_155xx.png,3,"[1, 5, 5, 10, 10]"
363,363,data/valid/image480_55xxx.png,2,"[5, 5, 10, 10, 10]"
364,364,data/valid/image2105_576xx.png,3,"[5, 7, 6, 10, 10]"
365,365,data/valid/image2017_14xxx.png,2,"[1, 4, 10, 10, 10]"
366,366,data/valid/image29_450xx.png,3,"[4, 5, 0, 10, 10]"
367,367,data/valid/image642_96xxx.png,2,"[9, 6, 10, 10, 10]"
368,368,data/valid/image1332_71xxx.png,2,"[7, 1, 10, 10, 10]"
369,369,data/valid/image3162_10xxx.png,2,"[1, 0, 10, 10, 10]"
370,370,data/valid/image840_23xxx.png,2,"[2, 3, 10, 10, 10]"
371,371,data/valid/image3511_2138x.png,4,"[2, 1, 3, 8, 10]"
372,372,data/valid/image542_2xxxx.png,1,"[2, 10, 10, 10, 10]"
373,373,data/valid/image1609_52xxx.png,2,"[5, 2, 10, 10, 10]"
374,374,data/valid/image3653_27xxx.png,2,"[2, 7, 10, 10, 10]"
375,375,data/valid/image1969_1938x.png,4,"[1, 9, 3, 8, 10]"
376,376,data/valid/image2041_5xxxx.png,1,"[5, 10, 10, 10, 10]"
377,377,data/valid/image3405_23xxx.png,2,"[2, 3, 10, 10, 10]"
378,378,data/valid/image44_105xx.png,3,"[1, 0, 5, 10, 10]"
379,379,data/valid/image85_340xx.png,3,"[3, 4, 0, 10, 10]"
380,380,data/valid/image2006_325xx.png,3,"[3, 2, 5, 10, 10]"
381,381,data/valid/image2923_151xx.png,3,"[1, 5, 1, 10, 10]"
382,382,data/valid/image1610_72xxx.png,2,"[7, 2, 10, 10, 10]"
383,383,data/valid/image2533_101xx.png,3,"[1, 0, 1, 10, 10]"
384,384,data/valid/image1099_140xx.png,3,"[1, 4, 0, 10, 10]"
385,385,data/valid/image83_558xx.png,3,"[5, 5, 8, 10, 10]"
386,386,data/valid/image3088_50xxx.png,2,"[5, 0, 10, 10, 10]"
387,387,data/valid/image1423_2xxxx.png,1,"[2, 10, 10, 10, 10]"
388,388,data/valid/image63_47xxx.png,2,"[4, 7, 10, 10, 10]"
389,389,data/valid/image532_115xx.png,3,"[1, 1, 5, 10, 10]"
390,390,data/valid/image3082_99xxx.png,2,"[9, 9, 10, 10, 10]"
391,391,data/valid/image2846_3077x.png,4,"[3, 0, 7, 7, 10]"
392,392,data/valid/image2618_26xxx.png,2,"[2, 6, 10, 10, 10]"
393,393,data/valid/image125_383xx.png,3,"[3, 8, 3, 10, 10]"
394,394,data/valid/image920_32xxx.png,2,"[3, 2, 10, 10, 10]"
395,395,data/valid/image2394_144xx.png,3,"[1, 4, 4, 10, 10]"
396,396,data/valid/image1782_92xxx.png,2,"[9, 2, 10, 10, 10]"
397,397,data/valid/image2396_76xxx.png,2,"[7, 6, 10, 10, 10]"
398,398,data/valid/image1918_110xx.png,3,"[1, 1, 0, 10, 10]"
399,399,data/valid/image3231_26xxx.png,2,"[2, 6, 10, 10, 10]"
400,400,data/valid/image275_311xx.png,3,"[3, 1, 1, 10, 10]"
401,401,data/valid/image287_51xxx.png,2,"[5, 1, 10, 10, 10]"
402,402,data/valid/image3686_33xxx.png,2,"[3, 3, 10, 10, 10]"
403,403,data/valid/image2798_17xxx.png,2,"[1, 7, 10, 10, 10]"
404,404,data/valid/image648_70xxx.png,2,"[7, 0, 10, 10, 10]"
405,405,data/valid/image1136_41xxx.png,2,"[4, 1, 10, 10, 10]"
406,406,data/valid/image784_37xxx.png,2,"[3, 7, 10, 10, 10]"
407,407,data/valid/image666_70xxx.png,2,"[7, 0, 10, 10, 10]"
408,408,data/valid/image3122_80xxx.png,2,"[8, 0, 10, 10, 10]"
409,409,data/valid/image283_3xxxx.png,1,"[3, 10, 10, 10, 10]"
410,410,data/valid/image2293_13xxx.png,2,"[1, 3, 10, 10, 10]"
411,411,data/valid/image2920_6xxxx.png,1,"[6, 10, 10, 10, 10]"
412,412,data/valid/image3468_31xxx.png,2,"[3, 1, 10, 10, 10]"
413,413,data/valid/image746_535xx.png,3,"[5, 3, 5, 10, 10]"
414,414,data/valid/image375_44xxx.png,2,"[4, 4, 10, 10, 10]"
415,415,data/valid/image385_1xxxx.png,1,"[1, 10, 10, 10, 10]"
416,416,data/valid/image1116_64xxx.png,2,"[6, 4, 10, 10, 10]"
417,417,data/valid/image711_429xx.png,3,"[4, 2, 9, 10, 10]"
418,418,data/valid/image141_99xxx.png,2,"[9, 9, 10, 10, 10]"
419,419,data/valid/image2815_315xx.png,3,"[3, 1, 5, 10, 10]"
420,420,data/valid/image2350_23xxx.png,2,"[2, 3, 10, 10, 10]"
421,421,data/valid/image149_17xxx.png,2,"[1, 7, 10, 10, 10]"
422,422,data/valid/image477_6xxxx.png,1,"[6, 10, 10, 10, 10]"
423,423,data/valid/image962_13xxx.png,2,"[1, 3, 10, 10, 10]"
424,424,data/valid/image460_27xxx.png,2,"[2, 7, 10, 10, 10]"
425,425,data/valid/image3503_45xxx.png,2,"[4, 5, 10, 10, 10]"
426,426,data/valid/image1480_22xxx.png,2,"[2, 2, 10, 10, 10]"
427,427,data/valid/image950_5xxxx.png,1,"[5, 10, 10, 10, 10]"
428,428,data/valid/image1151_48xxx.png,2,"[4, 8, 10, 10, 10]"
429,429,data/valid/image3255_13xxx.png,2,"[1, 3, 10, 10, 10]"
430,430,data/valid/image1880_11xxx.png,2,"[1, 1, 10, 10, 10]"
431,431,data/valid/image811_27xxx.png,2,"[2, 7, 10, 10, 10]"
432,432,data/valid/image3661_18xxx.png,2,"[1, 8, 10, 10, 10]"
433,433,data/valid/image3660_57xxx.png,2,"[5, 7, 10, 10, 10]"
434,434,data/valid/image1994_11xxx.png,2,"[1, 1, 10, 10, 10]"
435,435,data/valid/image3444_12xxx.png,2,"[1, 2, 10, 10, 10]"
436,436,data/valid/image1359_2672x.png,4,"[2, 6, 7, 2, 10]"
437,437,data/valid/image3163_6xxxx.png,1,"[6, 10, 10, 10, 10]"
438,438,data/valid/image796_13xxx.png,2,"[1, 3, 10, 10, 10]"
439,439,data/valid/image767_86xxx.png,2,"[8, 6, 10, 10, 10]"
440,440,data/valid/image3456_925xx.png,3,"[9, 2, 5, 10, 10]"
441,441,data/valid/image2248_10xxx.png,2,"[1, 0, 10, 10, 10]"
442,442,data/valid/image1529_70xxx.png,2,"[7, 0, 10, 10, 10]"
443,443,data/valid/image280_12xxx.png,2,"[1, 2, 10, 10, 10]"
444,444,data/valid/image3869_40xxx.png,2,"[4, 0, 10, 10, 10]"
445,445,data/valid/image2188_13xxx.png,2,"[1, 3, 10, 10, 10]"
446,446,data/valid/image2951_149xx.png,3,"[1, 4, 9, 10, 10]"
447,447,data/valid/image2572_27xxx.png,2,"[2, 7, 10, 10, 10]"
448,448,data/valid/image1393_203xx.png,3,"[2, 0, 3, 10, 10]"
449,449,data/valid/image1777_81xxx.png,2,"[8, 1, 10, 10, 10]"
450,450,data/valid/image8_13xxx.png,2,"[1, 3, 10, 10, 10]"
451,451,data/valid/image348_64xxx.png,2,"[6, 4, 10, 10, 10]"
452,452,data/valid/image2101_363xx.png,3,"[3, 6, 3, 10, 10]"
453,453,data/valid/image3480_326xx.png,3,"[3, 2, 6, 10, 10]"
454,454,data/valid/image870_106xx.png,3,"[1, 0, 6, 10, 10]"
455,455,data/valid/image2743_35xxx.png,2,"[3, 5, 10, 10, 10]"
456,456,data/valid/image745_14xxx.png,2,"[1, 4, 10, 10, 10]"
457,457,data/valid/image831_86xxx.png,2,"[8, 6, 10, 10, 10]"
458,458,data/valid/image635_31xxx.png,2,"[3, 1, 10, 10, 10]"
459,459,data/valid/image1741_50xxx.png,2,"[5, 0, 10, 10, 10]"
460,460,data/valid/image3450_105xx.png,3,"[1, 0, 5, 10, 10]"
461,461,data/valid/image372_38xxx.png,2,"[3, 8, 10, 10, 10]"
462,462,data/valid/image2954_87xxx.png,2,"[8, 7, 10, 10, 10]"
463,463,data/valid/image3076_59xxx.png,2,"[5, 9, 10, 10, 10]"
464,464,data/valid/image881_95xxx.png,2,"[9, 5, 10, 10, 10]"
465,465,data/valid/image2237_2082x.png,4,"[2, 0, 8, 2, 10]"
466,466,data/valid/image1170_41xxx.png,2,"[4, 1, 10, 10, 10]"
467,467,data/valid/image1202_18xxx.png,2,"[1, 8, 10, 10, 10]"
468,468,data/valid/image1309_24xxx.png,2,"[2, 4, 10, 10, 10]"
469,469,data/valid/image1106_6xxxx.png,1,"[6, 10, 10, 10, 10]"
470,470,data/valid/image825_1xxxx.png,1,"[1, 10, 10, 10, 10]"
471,471,data/valid/image1664_557xx.png,3,"[5, 5, 7, 10, 10]"
472,472,data/valid/image2657_32xxx.png,2,"[3, 2, 10, 10, 10]"
473,473,data/valid/image747_89xxx.png,2,"[8, 9, 10, 10, 10]"
474,474,data/valid/image579_250xx.png,3,"[2, 5, 0, 10, 10]"
475,475,data/valid/image3174_9xxxx.png,1,"[9, 10, 10, 10, 10]"
476,476,data/valid/image2089_2126x.png,4,"[2, 1, 2, 6, 10]"
477,477,data/valid/image2182_60xxx.png,2,"[6, 0, 10, 10, 10]"
478,478,data/valid/image3667_10xxx.png,2,"[1, 0, 10, 10, 10]"
479,479,data/valid/image1339_61xxx.png,2,"[6, 1, 10, 10, 10]"
480,480,data/valid/image3485_4xxxx.png,1,"[4, 10, 10, 10, 10]"
481,481,data/valid/image368_42xxx.png,2,"[4, 2, 10, 10, 10]"
482,482,data/valid/image1774_110xx.png,3,"[1, 1, 0, 10, 10]"
483,483,data/valid/image2522_51xxx.png,2,"[5, 1, 10, 10, 10]"
484,484,data/valid/image2588_1923x.png,4,"[1, 9, 2, 3, 10]"
485,485,data/valid/image1363_115xx.png,3,"[1, 1, 5, 10, 10]"
486,486,data/valid/image2261_83xxx.png,2,"[8, 3, 10, 10, 10]"
487,487,data/valid/image61_29xxx.png,2,"[2, 9, 10, 10, 10]"
488,488,data/valid/image3178_1xxxx.png,1,"[1, 10, 10, 10, 10]"
489,489,data/valid/image2446_253xx.png,3,"[2, 5, 3, 10, 10]"
490,490,data/valid/image2544_35xxx.png,2,"[3, 5, 10, 10, 10]"
491,491,data/valid/image1022_3xxxx.png,1,"[3, 10, 10, 10, 10]"
492,492,data/valid/image3720_97xxx.png,2,"[9, 7, 10, 10, 10]"
493,493,data/valid/image1268_25xxx.png,2,"[2, 5, 10, 10, 10]"
494,494,data/valid/image1786_71xxx.png,2,"[7, 1, 10, 10, 10]"
495,495,data/valid/image36_57xxx.png,2,"[5, 7, 10, 10, 10]"
496,496,data/valid/image336_93xxx.png,2,"[9, 3, 10, 10, 10]"
497,497,data/valid/image2796_97xxx.png,2,"[9, 7, 10, 10, 10]"
498,498,data/valid/image489_166xx.png,3,"[1, 6, 6, 10, 10]"
499,499,data/valid/image3697_75xxx.png,2,"[7, 5, 10, 10, 10]"
500,500,data/valid/image1895_20xxx.png,2,"[2, 0, 10, 10, 10]"
501,501,data/valid/image1456_32xxx.png,2,"[3, 2, 10, 10, 10]"
502,502,data/valid/image232_98xxx.png,2,"[9, 8, 10, 10, 10]"
503,503,data/valid/image3304_14xxx.png,2,"[1, 4, 10, 10, 10]"
504,504,data/valid/image717_22xxx.png,2,"[2, 2, 10, 10, 10]"
505,505,data/valid/image3305_9xxxx.png,1,"[9, 10, 10, 10, 10]"
506,506,data/valid/image547_1950x.png,4,"[1, 9, 5, 0, 10]"
507,507,data/valid/image273_133xx.png,3,"[1, 3, 3, 10, 10]"
508,508,data/valid/image2126_43xxx.png,2,"[4, 3, 10, 10, 10]"
509,509,data/valid/image3640_0xxxx.png,1,"[0, 10, 10, 10, 10]"
510,510,data/valid/image2371_45xxx.png,2,"[4, 5, 10, 10, 10]"
511,511,data/valid/image1467_53xxx.png,2,"[5, 3, 10, 10, 10]"
512,512,data/valid/image1747_5xxxx.png,1,"[5, 10, 10, 10, 10]"
513,513,data/valid/image1642_35xxx.png,2,"[3, 5, 10, 10, 10]"
514,514,data/valid/image3219_98xxx.png,2,"[9, 8, 10, 10, 10]"
515,515,data/valid/image867_257xx.png,3,"[2, 5, 7, 10, 10]"
516,516,data/valid/image2214_46xxx.png,2,"[4, 6, 10, 10, 10]"
517,517,data/valid/image2234_41xxx.png,2,"[4, 1, 10, 10, 10]"
518,518,data/valid/image292_191xx.png,3,"[1, 9, 1, 10, 10]"
519,519,data/valid/image41_902xx.png,3,"[9, 0, 2, 10, 10]"
520,520,data/valid/image3167_359xx.png,3,"[3, 5, 9, 10, 10]"
521,521,data/valid/image2878_36xxx.png,2,"[3, 6, 10, 10, 10]"
522,522,data/valid/image2704_42xxx.png,2,"[4, 2, 10, 10, 10]"
523,523,data/valid/image3308_24xxx.png,2,"[2, 4, 10, 10, 10]"
524,524,data/valid/image1163_29xxx.png,2,"[2, 9, 10, 10, 10]"
525,525,data/valid/image471_293xx.png,3,"[2, 9, 3, 10, 10]"
526,526,data/valid/image2695_183xx.png,3,"[1, 8, 3, 10, 10]"
527,527,data/valid/image2629_33xxx.png,2,"[3, 3, 10, 10, 10]"
528,528,data/valid/image1457_512xx.png,3,"[5, 1, 2, 10, 10]"
529,529,data/valid/image3972_2335x.png,4,"[2, 3, 3, 5, 10]"
530,530,data/valid/image1743_242xx.png,3,"[2, 4, 2, 10, 10]"
531,531,data/valid/image1962_5xxxx.png,1,"[5, 10, 10, 10, 10]"
532,532,data/valid/image1812_2xxxx.png,1,"[2, 10, 10, 10, 10]"
533,533,data/valid/image2242_68xxx.png,2,"[6, 8, 10, 10, 10]"
534,534,data/valid/image3279_3xxxx.png,1,"[3, 10, 10, 10, 10]"
535,535,data/valid/image891_64xxx.png,2,"[6, 4, 10, 10, 10]"
536,536,data/valid/image676_10xxx.png,2,"[1, 0, 10, 10, 10]"
537,537,data/valid/image3875_1237x.png,4,"[1, 2, 3, 7, 10]"
538,538,data/valid/image3735_29xxx.png,2,"[2, 9, 10, 10, 10]"
539,539,data/valid/image3806_32xxx.png,2,"[3, 2, 10, 10, 10]"
540,540,data/valid/image1693_102xx.png,3,"[1, 0, 2, 10, 10]"
541,541,data/valid/image3901_85xxx.png,2,"[8, 5, 10, 10, 10]"
542,542,data/valid/image3262_3xxxx.png,1,"[3, 10, 10, 10, 10]"
543,543,data/valid/image1897_816xx.png,3,"[8, 1, 6, 10, 10]"
544,544,data/valid/image1084_26xxx.png,2,"[2, 6, 10, 10, 10]"
545,545,data/valid/image1607_101xx.png,3,"[1, 0, 1, 10, 10]"
546,546,data/valid/image2635_233xx.png,3,"[2, 3, 3, 10, 10]"
547,547,data/valid/image2204_140xx.png,3,"[1, 4, 0, 10, 10]"
548,548,data/valid/image3420_51xxx.png,2,"[5, 1, 10, 10, 10]"
549,549,data/valid/image269_1xxxx.png,1,"[1, 10, 10, 10, 10]"
550,550,data/valid/image286_45xxx.png,2,"[4, 5, 10, 10, 10]"
551,551,data/valid/image1855_1xxxx.png,1,"[1, 10, 10, 10, 10]"
552,552,data/valid/image3982_6xxxx.png,1,"[6, 10, 10, 10, 10]"
553,553,data/valid/image1326_84xxx.png,2,"[8, 4, 10, 10, 10]"
554,554,data/valid/image3371_521xx.png,3,"[5, 2, 1, 10, 10]"
555,555,data/valid/image3165_119xx.png,3,"[1, 1, 9, 10, 10]"
556,556,data/valid/image1223_2xxxx.png,1,"[2, 10, 10, 10, 10]"
557,557,data/valid/image2344_18xxx.png,2,"[1, 8, 10, 10, 10]"
558,558,data/valid/image1257_136xx.png,3,"[1, 3, 6, 10, 10]"
559,559,data/valid/image3431_39xxx.png,2,"[3, 9, 10, 10, 10]"
560,560,data/valid/image1269_1261x.png,4,"[1, 2, 6, 1, 10]"
561,561,data/valid/image1455_26xxx.png,2,"[2, 6, 10, 10, 10]"
562,562,data/valid/image288_6xxxx.png,1,"[6, 10, 10, 10, 10]"
563,563,data/valid/image2586_290xx.png,3,"[2, 9, 0, 10, 10]"
564,564,data/valid/image69_1xxxx.png,1,"[1, 10, 10, 10, 10]"
565,565,data/valid/image2347_61xxx.png,2,"[6, 1, 10, 10, 10]"
566,566,data/valid/image2337_8xxxx.png,1,"[8, 10, 10, 10, 10]"
567,567,data/valid/image1261_50xxx.png,2,"[5, 0, 10, 10, 10]"
568,568,data/valid/image3032_14xxx.png,2,"[1, 4, 10, 10, 10]"
569,569,data/valid/image3714_43xxx.png,2,"[4, 3, 10, 10, 10]"
570,570,data/valid/image80_33xxx.png,2,"[3, 3, 10, 10, 10]"
571,571,data/valid/image2554_133xx.png,3,"[1, 3, 3, 10, 10]"
572,572,data/valid/image3674_13xxx.png,2,"[1, 3, 10, 10, 10]"
573,573,data/valid/image2672_55xxx.png,2,"[5, 5, 10, 10, 10]"
574,574,data/valid/image2883_46xxx.png,2,"[4, 6, 10, 10, 10]"
575,575,data/valid/image1805_193xx.png,3,"[1, 9, 3, 10, 10]"
576,576,data/valid/image1939_1324x.png,4,"[1, 3, 2, 4, 10]"
577,577,data/valid/image633_1378x.png,4,"[1, 3, 7, 8, 10]"
578,578,data/valid/image3944_7xxxx.png,1,"[7, 10, 10, 10, 10]"
579,579,data/valid/image843_15xxx.png,2,"[1, 5, 10, 10, 10]"
580,580,data/valid/image2640_63xxx.png,2,"[6, 3, 10, 10, 10]"
581,581,data/valid/image1088_13xxx.png,2,"[1, 3, 10, 10, 10]"
582,582,data/valid/image2961_102xx.png,3,"[1, 0, 2, 10, 10]"
583,583,data/valid/image727_131xx.png,3,"[1, 3, 1, 10, 10]"
584,584,data/valid/image67_14xxx.png,2,"[1, 4, 10, 10, 10]"
585,585,data/valid/image850_17xxx.png,2,"[1, 7, 10, 10, 10]"
586,586,data/valid/image1560_2944x.png,4,"[2, 9, 4, 4, 10]"
587,587,data/valid/image387_70xxx.png,2,"[7, 0, 10, 10, 10]"
588,588,data/valid/image1146_32xxx.png,2,"[3, 2, 10, 10, 10]"
589,589,data/valid/image3183_263xx.png,3,"[2, 6, 3, 10, 10]"
590,590,data/valid/image497_477xx.png,3,"[4, 7, 7, 10, 10]"
591,591,data/valid/image3242_10xxx.png,2,"[1, 0, 10, 10, 10]"
592,592,data/valid/image2543_211xx.png,3,"[2, 1, 1, 10, 10]"
593,593,data/valid/image187_7xxxx.png,1,"[7, 10, 10, 10, 10]"
594,594,data/valid/image3719_62xxx.png,2,"[6, 2, 10, 10, 10]"
595,595,data/valid/image2950_17xxx.png,2,"[1, 7, 10, 10, 10]"
596,596,data/valid/image2913_60xxx.png,2,"[6, 0, 10, 10, 10]"
597,597,data/valid/image1137_203xx.png,3,"[2, 0, 3, 10, 10]"
598,598,data/valid/image1717_281xx.png,3,"[2, 8, 1, 10, 10]"
599,599,data/valid/image1844_219xx.png,3,"[2, 1, 9, 10, 10]"
600,600,data/valid/image2571_5xxxx.png,1,"[5, 10, 10, 10, 10]"
601,601,data/valid/image2682_4xxxx.png,1,"[4, 10, 10, 10, 10]"
602,602,data/valid/image3057_823xx.png,3,"[8, 2, 3, 10, 10]"
603,603,data/valid/image1389_120xx.png,3,"[1, 2, 0, 10, 10]"
604,604,data/valid/image2057_77xxx.png,2,"[7, 7, 10, 10, 10]"
605,605,data/valid/image3320_156xx.png,3,"[1, 5, 6, 10, 10]"
606,606,data/valid/image2391_726xx.png,3,"[7, 2, 6, 10, 10]"
607,607,data/valid/image2376_366xx.png,3,"[3, 6, 6, 10, 10]"
608,608,data/valid/image22_19xxx.png,2,"[1, 9, 10, 10, 10]"
609,609,data/valid/image106_142xx.png,3,"[1, 4, 2, 10, 10]"
610,610,data/valid/image2390_170xx.png,3,"[1, 7, 0, 10, 10]"
611,611,data/valid/image1303_16xxx.png,2,"[1, 6, 10, 10, 10]"
612,612,data/valid/image672_220xx.png,3,"[2, 2, 0, 10, 10]"
613,613,data/valid/image3128_8xxxx.png,1,"[8, 10, 10, 10, 10]"
614,614,data/valid/image3964_7xxxx.png,1,"[7, 10, 10, 10, 10]"
615,615,data/valid/image3989_2xxxx.png,1,"[2, 10, 10, 10, 10]"
616,616,data/valid/image2702_742xx.png,3,"[7, 4, 2, 10, 10]"
617,617,data/valid/image3650_129xx.png,3,"[1, 2, 9, 10, 10]"
618,618,data/valid/image3707_8xxxx.png,1,"[8, 10, 10, 10, 10]"
619,619,data/valid/image182_20xxx.png,2,"[2, 0, 10, 10, 10]"
620,620,data/valid/image740_9xxxx.png,1,"[9, 10, 10, 10, 10]"
621,621,data/valid/image3064_321xx.png,3,"[3, 2, 1, 10, 10]"
622,622,data/valid/image490_3xxxx.png,1,"[3, 10, 10, 10, 10]"
623,623,data/valid/image3092_7xxxx.png,1,"[7, 10, 10, 10, 10]"
624,624,data/valid/image2720_150xx.png,3,"[1, 5, 0, 10, 10]"
625,625,data/valid/image2648_60xxx.png,2,"[6, 0, 10, 10, 10]"
626,626,data/valid/image224_2xxxx.png,1,"[2, 10, 10, 10, 10]"
627,627,data/valid/image3249_163xx.png,3,"[1, 6, 3, 10, 10]"
628,628,data/valid/image1_84xxx.png,2,"[8, 4, 10, 10, 10]"
629,629,data/valid/image810_9xxxx.png,1,"[9, 10, 10, 10, 10]"
630,630,data/valid/image1053_33xxx.png,2,"[3, 3, 10, 10, 10]"
631,631,data/valid/image422_48xxx.png,2,"[4, 8, 10, 10, 10]"
632,632,data/valid/image2848_3xxxx.png,1,"[3, 10, 10, 10, 10]"
633,633,data/valid/image1396_51xxx.png,2,"[5, 1, 10, 10, 10]"
634,634,data/valid/image3883_244xx.png,3,"[2, 4, 4, 10, 10]"
635,635,data/valid/image3495_190xx.png,3,"[1, 9, 0, 10, 10]"
636,636,data/valid/image2855_334xx.png,3,"[3, 3, 4, 10, 10]"
637,637,data/valid/image1174_73xxx.png,2,"[7, 3, 10, 10, 10]"
638,638,data/valid/image2312_13xxx.png,2,"[1, 3, 10, 10, 10]"
639,639,data/valid/image943_53xxx.png,2,"[5, 3, 10, 10, 10]"
640,640,data/valid/image3627_36xxx.png,2,"[3, 6, 10, 10, 10]"
641,641,data/valid/image3887_273xx.png,3,"[2, 7, 3, 10, 10]"
642,642,data/valid/image1936_17xxx.png,2,"[1, 7, 10, 10, 10]"
643,643,data/valid/image2535_86xxx.png,2,"[8, 6, 10, 10, 10]"
644,644,data/valid/image1797_39xxx.png,2,"[3, 9, 10, 10, 10]"
645,645,data/valid/image949_10xxx.png,2,"[1, 0, 10, 10, 10]"
646,646,data/valid/image961_890xx.png,3,"[8, 9, 0, 10, 10]"
647,647,data/valid/image3958_27xxx.png,2,"[2, 7, 10, 10, 10]"
648,648,data/valid/image1808_2xxxx.png,1,"[2, 10, 10, 10, 10]"
649,649,data/valid/image2266_60xxx.png,2,"[6, 0, 10, 10, 10]"
650,650,data/valid/image1677_27xxx.png,2,"[2, 7, 10, 10, 10]"
651,651,data/valid/image1984_4xxxx.png,1,"[4, 10, 10, 10, 10]"
652,652,data/valid/image1155_7xxxx.png,1,"[7, 10, 10, 10, 10]"
653,653,data/valid/image2981_50xxx.png,2,"[5, 0, 10, 10, 10]"
654,654,data/valid/image3905_28xxx.png,2,"[2, 8, 10, 10, 10]"
655,655,data/valid/image2473_51xxx.png,2,"[5, 1, 10, 10, 10]"
656,656,data/valid/image826_79xxx.png,2,"[7, 9, 10, 10, 10]"
657,657,data/valid/image2109_157xx.png,3,"[1, 5, 7, 10, 10]"
658,658,data/valid/image2708_55xxx.png,2,"[5, 5, 10, 10, 10]"
659,659,data/valid/image3330_40xxx.png,2,"[4, 0, 10, 10, 10]"
660,660,data/valid/image3574_954xx.png,3,"[9, 5, 4, 10, 10]"
661,661,data/valid/image2199_90xxx.png,2,"[9, 0, 10, 10, 10]"
662,662,data/valid/image2953_34xxx.png,2,"[3, 4, 10, 10, 10]"
663,663,data/valid/image823_103xx.png,3,"[1, 0, 3, 10, 10]"
664,664,data/valid/image2208_59xxx.png,2,"[5, 9, 10, 10, 10]"
665,665,data/valid/image1377_2531x.png,4,"[2, 5, 3, 1, 10]"
666,666,data/valid/image651_68xxx.png,2,"[6, 8, 10, 10, 10]"
667,667,data/valid/image2252_31xxx.png,2,"[3, 1, 10, 10, 10]"
668,668,data/valid/image3214_5xxxx.png,1,"[5, 10, 10, 10, 10]"
669,669,data/valid/image1943_277xx.png,3,"[2, 7, 7, 10, 10]"
670,670,data/valid/image3562_29xxx.png,2,"[2, 9, 10, 10, 10]"
671,671,data/valid/image2736_21xxx.png,2,"[2, 1, 10, 10, 10]"
672,672,data/valid/image533_2xxxx.png,1,"[2, 10, 10, 10, 10]"
673,673,data/valid/image1902_105xx.png,3,"[1, 0, 5, 10, 10]"
674,674,data/valid/image1443_111xx.png,3,"[1, 1, 1, 10, 10]"
675,675,data/valid/image1439_2xxxx.png,1,"[2, 10, 10, 10, 10]"
676,676,data/valid/image3385_54xxx.png,2,"[5, 4, 10, 10, 10]"
677,677,data/valid/image3294_1xxxx.png,1,"[1, 10, 10, 10, 10]"
678,678,data/valid/image270_44xxx.png,2,"[4, 4, 10, 10, 10]"
679,679,data/valid/image1829_1454x.png,4,"[1, 4, 5, 4, 10]"
680,680,data/valid/image1205_3xxxx.png,1,"[3, 10, 10, 10, 10]"
681,681,data/valid/image983_91xxx.png,2,"[9, 1, 10, 10, 10]"
682,682,data/valid/image2093_16xxx.png,2,"[1, 6, 10, 10, 10]"
683,683,data/valid/image2349_304xx.png,3,"[3, 0, 4, 10, 10]"
684,684,data/valid/image3388_28xxx.png,2,"[2, 8, 10, 10, 10]"
685,685,data/valid/image2367_38xxx.png,2,"[3, 8, 10, 10, 10]"
686,686,data/valid/image2659_124xx.png,3,"[1, 2, 4, 10, 10]"
687,687,data/valid/image2536_68xxx.png,2,"[6, 8, 10, 10, 10]"
688,688,data/valid/image3329_75xxx.png,2,"[7, 5, 10, 10, 10]"
689,689,data/valid/image1294_375xx.png,3,"[3, 7, 5, 10, 10]"
690,690,data/valid/image690_218xx.png,3,"[2, 1, 8, 10, 10]"
691,691,data/valid/image941_18xxx.png,2,"[1, 8, 10, 10, 10]"
692,692,data/valid/image2758_153xx.png,3,"[1, 5, 3, 10, 10]"
693,693,data/valid/image1288_170xx.png,3,"[1, 7, 0, 10, 10]"
694,694,data/valid/image3138_20xxx.png,2,"[2, 0, 10, 10, 10]"
695,695,data/valid/image900_90xxx.png,2,"[9, 0, 10, 10, 10]"
696,696,data/valid/image2952_29xxx.png,2,"[2, 9, 10, 10, 10]"
697,697,data/valid/image349_18xxx.png,2,"[1, 8, 10, 10, 10]"
698,698,data/valid/image2585_7xxxx.png,1,"[7, 10, 10, 10, 10]"
699,699,data/valid/image2243_59xxx.png,2,"[5, 9, 10, 10, 10]"
700,700,data/valid/image3200_97xxx.png,2,"[9, 7, 10, 10, 10]"
701,701,data/valid/image321_81xxx.png,2,"[8, 1, 10, 10, 10]"
702,702,data/valid/image181_68xxx.png,2,"[6, 8, 10, 10, 10]"
703,703,data/valid/image1665_48xxx.png,2,"[4, 8, 10, 10, 10]"
704,704,data/valid/image1991_61xxx.png,2,"[6, 1, 10, 10, 10]"
